No reject status on Email - global - month
No reject status on Exact ID - global - month
New Exact ID
Good Exact ID Age
3IPLogins_inaDay
NoDeviceID
Global Email gt 500 dollars - month
Global Exact ID gt 500 dollars - month
3DifferentDeviceIDs_SameAccountEmailID_inaWeek
3DifferentDeviceIDs_SameAccountLogin_inaWeek
3_Emails_per_device
Review Status
Lang Mismatch
Good global persona - month
AccountAddress_Differentfrom_TrueGeo
global email used mlt places -day
ProxyIP_isHidden
ProxyIPAddress_Risky_inReputationNetwork
3DifferentAccountEmailIDs_SameDeviceID_inaDay
3DifferentAccountLogins_SameDeviceID_inaDay
3DifferentAccountEmailIDs_SameDeviceID_inaWeek
3DifferentAccountLogins_SameDeviceID_inaWeek
global device using mlt personas - day
DeviceTrueGEO_Differentfrom_ProxyGeo
Dial-up connection
2Device_Creation_inanHour
ProxyIP_isAnonymous
3DifferentProxyIPs_SameDeviceID_inaDay
PossibleCookieWiping
3DeviceCreation_inaDay
