_Rejected_ExactID_Month
_TZ_GEO_ANOMALY
_Rejected_Email_Month
_Rejected_TrueIP_Hour
_Rejected_InputIP_Hour
_ExactID_PROX-VEL_5_M
_Rejected_SmartID_Month
_5DevicePayment
_ExactID_3Email_H
_ExactID_3Email_D
_3EmailPerDeviceDay
_Rejected_SmartID_Month_Local
_15DevicePayment
"""_Possible VPN or Tunnel"""
_EXACT_ID_LCL_AGE_LT_DY
_ExactID_AGE_LT_1W
_Rejected_InputIP_Month
_ExactID_DIST_1000K_D
_SMART_ID_LCL_AGE_LT_HR
_Rejected_TrueIP_Month
_EXACT_ID_LCL_AGE_LT_HR
_ExactID_DIST_100K_HR
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_2_HOUR
_PROX_GEO_ANOMALY
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_3_DAY
_DeviceAccountGeoMismatch
PID_GBL_RLTD_EXACT_ID_REJECTED_1
_Known_VPN_ISP
_PROX-HID
_PROXY_LCL_AGE_LT_HR
_ACC_NAME_EXACT_ID_GBL_PAIR_LAST_TXN_5MIN
PID_GBL_RLTD_IP_REJECTED_1
_ACC_NAME_EXACT_ID_LCL_PAIR_LAST_TXN_5MIN
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_3_HOUR
_SMART_ID_LCL_AGE_LT_DY
_ACC_NAME_SMART_ID_LCL_PAIR_LAST_TXN_5MIN
PID_GBL_RLTD_IP_PASSED_2
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_2_DAY
_EXACT_ID_GBL_AGE_LT_DY
PID_GBL_RLTD_TIMEZONE_PASSED_2
_PotentialVM_UA_Android_OS_Win
PID_GBL_AGE_EXACT_ID_LT_DAY
PID_GBL_RLTD_BILL_TO_ZIP_REJECTED_1
PID_GBL_RLTD_EXACT_ID_REJECTED_3
PID_GBL_RLTD_EXACT_ID_PASSED_2
PID_GBL_RLTD_EXACT_ID_REJECTED_2
_ExactID_GLOBAL_BLACKLIST
PID_GBL_RLTD_EXACT_ID_REJECTED_4
PID_GBL_RLTD_IP_REJECTED_4
_EXACT_ID_GBL_AGE_LT_HR
_IP_GBL_AGE_GT_3MTHS
PID_GBL_RLTD_BILL_TO_ZIP_PASSED_2
PID_GBL_RLTD_BILL_TO_ZIP_PASSED_1
_3EmailPerDeviceWeek
PID_GBL_AGE_ACC_EMAIL_LT_DAY
_IP_LCL_AGE_GT_3MTHS
_ACC_EMAIL_GBL_AGE_LT_HR
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_3_DAY
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_3_HOUR
_IP_LCL_AGE_LT_DY
PID_GBL_RLTD_ACC_EMAIL_PASSED_2
PID_GBL_RLTD_IP_REJECTED_2
_SMART_ID_LCL_AGE_GT_DY
PID_GBL_RLTD_EXACT_ID_REJECTED_5
_SmartID_Global_Blacklist
PID_GBL_RLTD_EXACT_ID_REVIEWED_1
_ExactID_VEL_10HR
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_2_HOUR
_ACC_EMAIL_EXACT_ID_GBL_PAIR_AGE_LT_HR
_ACC_EMAIL_SMART_ID_LCL_PAIR_LAST_TXN_5MIN
_SmartID_LT_1W
_ACC_NAME_SMART_ID_GBL_PAIR_LAST_TXN_5MIN
_ACC_LOGIN_SMART_ID_GBL_PAIR_LAST_TXN_5MIN
_TrueIP_GLOBAL_BLACKLIST
_ACC_LOGIN_EXACT_ID_LCL_PAIR_LAST_TXN_5MIN
_IP_LCL_AGE_LT_HR
_GEO_LANG_ANOMALY
_ACC_EMAIL_GBL_AGE_GT_3MTHS
_ACC_EMAIL_EXACT_ID_LCL_PAIR_AGE_LT_DY
PID_GBL_RLTD_ACC_EMAIL_REJECTED_1
PID_GBL_BEHV_CONV_EXACT_ID_ACC_EMAIL_2_HOUR
_ACC_EMAIL_SMART_ID_GBL_PAIR_AGE_LT_HR
_ACC_EMAIL_EXACT_ID_LCL_PAIR_AGE_LT_HR
PID_GBL_RLTD_EXACT_ID_PASSED_1
_ACC_LOGIN_EXACT_ID_LCL_PAIR_AGE_LT_HR
_ACC_EMAIL_EXACT_ID_LCL_PAIR_LAST_TXN_5MIN
_FlashDisabled
_ACC_LOGIN_EXACT_ID_GBL_PAIR_LAST_TXN_1MIN
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_2_DAY
PID_GBL_AGE_ACC_EMAIL_GT_3MONTHS
PID_GBL_BEHV_CONV_EXACT_ID_IP_2_HOUR
_ACC_LOGIN_SMART_ID_LCL_PAIR_LAST_TXN_5MIN
PID_GBL_RLTD_ACC_EMAIL_PASSED_1
_ACC_EMAIL_EXACT_ID_GBL_PAIR_LAST_TXN_DY
_IP_GBL_AGE_LT_HR
_ACC_LOGIN_EXACT_ID_GBL_PAIR_LAST_TXN_5MIN
_ACC_NAME_EXACT_ID_LCL_PAIR_AGE_LT_HR
PID_GBL_BEHV_DIVE_EXACT_ID_IP_2_HOUR
_ACC_LOGIN_SMART_ID_LCL_PAIR_AGE_LT_HR
_ACC_NAME_EXACT_ID_LCL_PAIR_AGE_LT_DY
_BILL_TO_ADDR_LCL_AGE_LT_HR
_SMART_ID_LCL_AGE_GT_2WKS
PID_GBL_RLTD_TIMEZONE_PASSED_1
_ACC_EMAIL_EXACT_ID_GBL_PAIR_LAST_TXN_1MIN
PID_GBL_RLTD_EXACT_ID_REJECTED_6
PID_GBL_AGE_EXACT_ID_GT_DAY
_ACC_LOGIN_SMART_ID_LCL_PAIR_LAST_TXN_DY
_ACC_EMAIL_SMART_ID_GBL_PAIR_LAST_TXN_5MIN
_EXACT_ID_LCL_AGE_GT_DY
_PotentialVM_UA_Win_OS_Linux
_SMART_ID_LCL_VEL_4_4_4_4
PID_GBL_BEHV_CONV_ACC_EMAIL_EXACT_ID_2_HOUR
_ACC_EMAIL_SMART_ID_LCL_PAIR_LAST_TXN_DY
ProxyIP_GLOBAL_BLACKLIST
_ACC_NAME_SMART_ID_LCL_PAIR_LAST_TXN_1MIN
_ACC_NAME_EXACT_ID_LCL_PAIR_LAST_TXN_15MIN
_ACC_LOGIN_EXACT_ID_GBL_PAIR_LAST_TXN_DY
_ACC_EMAIL_SMART_ID_LCL_PAIR_AGE_LT_HR
_PROXY_GBL_AGE_GT_3MTHS
_EXACT_ID_GBL_AGE_GT_3MTHS
_ACC_LOGIN_GBL_AGE_GT_3MTHS
_ACC_EMAIL_EXACT_ID_LCL_PAIR_LAST_TXN_1MIN
_ACC_NAME_SMART_ID_LCL_PAIR_AGE_LT_HR
PID_GBL_BEHV_CONV_EXACT_ID_BILL_TO_ZIP_2_HOUR
_ACC_LOGIN_GBL_AGE_LT_HR
PID_GBL_RLTD_IP_PASSED_1
_EXACT_ID_GBL_AGE_GT_DY
_ACC_LOGIN_SMART_ID_GBL_PAIR_AGE_LT_HR
PID_GBL_RLTD_EXACT_ID_PASSED_3
PID_GBL_RLTD_EXACT_ID_REJECTED_7
PID_GBL_RLTD_ACC_EMAIL_REJECTED_4
_ACC_EMAIL_SMART_ID_GBL_PAIR_LAST_TXN_1MIN
_ACC_LOGIN_EXACT_ID_GBL_PAIR_AGE_LT_HR
_ACC_NAME_SMART_ID_GBL_PAIR_AGE_LT_HR
_ACC_LOGIN_SMART_ID_GBL_PAIR_LAST_TXN_1MIN
PID_GBL_BEHV_DIVE_ACC_EMAIL_IP_2_DAY
_ACC_LOGIN_SMART_ID_LCL_PAIR_AGE_LT_DY
_ACC_EMAIL_EXACT_ID_GBL_PAIR_AGE_LT_DY
_ACC_EMAIL_LCL_AGE_LT_HR
_ACC_EMAIL_EXACT_ID_GBL_PAIR_AGE_GT_3MTHS
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_8_DAY
PID_GBL_BEHV_CONV_EXACT_ID_BILL_TO_ZIP_4_HOUR
_ACC_LOGIN_EXACT_ID_LCL_PAIR_LAST_TXN_DY
_ACC_LOGIN_SMART_ID_LCL_PAIR_VEL_4_4_4_4
_ACC_EMAIL_SMART_ID_GBL_PAIR_AGE_GT_3MTHS
_ACC_LOGIN_GBL_VEL_4_4_4_4
_ACC_LOGIN_EXACT_ID_LCL_PAIR_LAST_TXN_1MIN
_EMAIL_DIST_1000K_D
_ACC_LOGIN_SMART_ID_LCL_PAIR_LAST_TXN_15MIN
_ACC_NAME_SMART_ID_LCL_PAIR_LAST_TXN_15MIN
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_4_DAY
PID_GBL_RLTD_TIMEZONE_REJECTED_1
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_5_DAY
PID_GBL_BEHV_CONV_EXACT_ID_IP_4_HOUR
_EXACT_ID_LCL_VEL_3_3_3_3
_ACC_LOGIN_LCL_AGE_LT_HR
_ACC_EMAIL_EXACT_ID_GBL_PAIR_LAST_TXN_5MIN
_ACC_NAME_EXACT_ID_GBL_PAIR_AGE_LT_DY
_SMART_ID_LCL_VEL_3_3_3_3
_ACC_LOGIN_EXACT_ID_LCL_PAIR_VEL_3_3_3_3
_EXACT_ID_GBL_VEL_3_3_3_3
_IP_LCL_VEL_3_3_3_3
_ACC_EMAIL_SMART_ID_LCL_PAIR_LAST_TXN_15MIN
PID_GBL_AGE_EXACT_ID_GT_3MONTHS
PID_GBL_BEHV_CONV_ACC_EMAIL_TIMEZONE_2_HOUR
PID_GBL_BEHV_CONV_ACC_EMAIL_IP_2_HOUR
_EXACT_ID_LCL_VEL_4_4_4_4
_PROX-ANON
_ACC_NAME_SMART_ID_GBL_PAIR_AGE_LT_DY
_ACC_NAME_LCL_AGE_LT_HR
_ExactID_PROX_VEL_4_M
_ACC_NAME_SMART_ID_GBL_PAIR_LAST_TXN_1MIN
_ACC_NAME_EXACT_ID_GBL_PAIR_AGE_LT_HR
_ACC_NAME_SMART_ID_LCL_PAIR_AGE_LT_DY
_ACC_NAME_EXACT_ID_GBL_PAIR_VEL_3_3_3_3
_EXACT_ID_GBL_VEL_4_4_4_4
PID_GBL_RLTD_EXACT_ID_REJECTED_8
PID_GBL_BEHV_CONV_ACC_EMAIL_IP_4_HOUR
_ACC_LOGIN_SMART_ID_GBL_PAIR_VEL_4_4_4_4
PID_GBL_AGE_EXACT_ID_GT_WEEK
_EMAIL_DIST_100K_HR
_PROXY_LCL_AGE_GT_3MTHS
_ACC_LOGIN_SMART_ID_LCL_PAIR_LAST_TXN_1MIN
PID_GBL_BEHV_DIVE_EXACT_ID_BILL_TO_ZIP_4_HOUR
_ACC_LOGIN_EXACT_ID_GBL_PAIR_AGE_LT_DY
_IP_LCL_VEL_4_4_4_4
_SmartID_3Email_H
_ACC_NAME_LCL_AGE_GT_3MTHS
_BILL_TO_ADDR_GBL_AGE_LT_HR
PID_GBL_BEHV_CONV_ACC_EMAIL_EXACT_ID_4_HOUR
PID_GBL_RLTD_EXACT_ID_REJECTED_117
PID_GBL_BEHV_DIVE_EXACT_ID_ACC_EMAIL_4_DAY
_ACC_EMAIL_SMART_ID_GBL_PAIR_LAST_TXN_DY
_ACC_EMAIL_SMART_ID_LCL_PAIR_LAST_TXN_1MIN
_ACC_EMAIL_GBL_AGE_LT_DY
PID_GBL_RLTD_IP_REJECTED_3
_ACC_LOGIN_SMART_ID_GBL_PAIR_AGE_GT_3MTHS
